"16is Oktovriou",4
"16is Taxiarchias",1
"17is Noemvriou 1973",4
"19is Maiou",3
"21is Fevrouariou",4
"21is Iouniou",3
"24is Iouliou",4
"25th Martiou",9
"26is Oktovriou",5
"28th Oktovriou",15
"2as Merarchias",5
"3is Orinis Taxiarchias",3
"3is Septemvriou",27
"40 Ekklission",23
"Abanoudi",1
"Abarli",1
"Abati",2
"Abatielou",1
"Abatielou Adoni",1
"Abatzi",1
"Abatzoglou",1
"Abatzoglou Gianni",1
"Abatzopoulou",1
"Abazali Perikli",1
"Abela",1
"Abelakion",10
"Abelakion Avenue",2
"Abelakion - Selinion",1
"Abela Timoleodos",1
"Abelia Ring Road",1
"Abelion",1
"Abelochoriou",1
"Abelokipon",8
"Abelon",3
"Abelona - Rodias",1
"Abelonon",9
"Abelonos",7
"Abelou",3
"Abeloupoleos",1
"Ablianis",2
"Abot Edmondou",1
"Abourger",1
"Achaias",21
"Achaikis Sibolitias",2
"Acharnon",12
"Achchileos",1
"Acheli",1
"Acheloou",26
"Acheon",17
"Acheon Avenue",1
"Acheou",5
"Achepa",2
"Acherodos",6
"Acherona",1
"Acheroussias",1
"Achillea",2
"Achilleos",121
"Achilliou",2
"Achillopoulou",1
"Achiropiitou",1
"Achladas",1
"Achladeas",1
"Achladeris - Plomariou",1
"Achladinis",2
"Achladiotou D.",1
"Achladokabou",3
"Achniadon",1
"Acholou",1
"Achridos",2
"Achtari Kon.",1
"Adachopoulou",1
"Adagora",3
"Adam",1
"Adamadidou",1
"Adamadiou",1
"Adamadiou Adam",1
"Adamados",1
"Adamaki",1
"Adam Efthalias",1
"Adami",1
"Adamidi Christou",2
"Adamidi P.",1
"Adam Ioanni",1
"Adam Ioulietas",1
"Adamochristou",1
"Adamon",1
"Adamopoulou",1
"Adamopoulou Christou",1
"Adamopoulou K.",3
"Adam Vassiliou",1
"Adanon",15
"Adara",1
"Adara Ath.",1
"Adelfis Terezas",1
"Adelfon Apostolidi",1
"Adelfon Apsaradon",1
"Adelfon Bissioti",1
"Adelfon Deri",1
"Adelfon Didaskalou",2
"Adelfon Diogenidi",1
"Adelfon Doubessa",1
"Adelfon Dova",1
"Adelfon Emmanouil",4
"Adelfon Fegou",1
"Adelfon Fradzeskaki",1
"Adelfon Georgiadi",1
"Adelfon Georgiou",1
"Adelfon Giannidi",1
"Adelfon Gini",1
"Adelfon Gliati",1
"Adelfon Kalimeri",1
"Adelfon Kalivioti",1
"Adelfon Kedrou & Salakou Christou",1
"Adelfon Kioupektsoglou",1
"Adelfon Kipreou",1
