"state.country.isoCode";"state.id";"name";"postalCode";"areaCode";"language"
"CY";"01";"Agia";"2561";22;"el"
"CY";"01";"Agia Eirini Lefkosias";"2820";22;"el"
"CY";"01";"Agia Marina Skyllouras";"2670";22;"el"
"CY";"01";"Agia Marina Xyliatou";"2772";22;"el"
"CY";"01";"Agia Varvara Lefkosias";"2560";22;"el"
"CY";"01";"Agio Georgoudi";"2952";22;"el"
"CY";"01";"Agioi Iliofotoi";"2775";22;"el"
"CY";"01";"Agioi Trimithias";"2671";22;"el"
"CY";"01";"Agios Dometios";"2360";22;"el"
"CY";"01";"Agios Dometios";"2361";22;"el"
"CY";"01";"Agios Dometios";"2362";22;"el"
"CY";"01";"Agios Dometios";"2363";22;"el"
"CY";"01";"Agios Dometios";"2364";22;"el"
"CY";"01";"Agios Dometios";"2365";22;"el"
"CY";"01";"Agios Dometios";"2368";22;"el"
"CY";"01";"Agios Dometios";"2369";22;"el"
"CY";"01";"Agios Dometios";"2370";22;"el"
"CY";"01";"Agios Dometios";"2371";22;"el"
"CY";"01";"Agios Dometios";"2373";22;"el"
"CY";"01";"Agios Epifanios Oreinis";"2610";22;"el"
"CY";"01";"Agios Epifanios Soleas";"2821";22;"el"
"CY";"01";"Agios Georgios Kafkallou";"2773";22;"el"
"CY";"01";"Agios Georgios Soleas";"2822";22;"el"
"CY";"01";"Agios Ioannis Malountas";"2611";22;"el"
"CY";"01";"Agios Ioannis Selemani";"2965";22;"el"
"CY";"01";"Agios Nikolaos Lefkas";"2824";22;"el"
"CY";"01";"Agios Nikolaos Stegis";"2825";22;"el"
"CY";"01";"Agios Sozomenos";"2562";22;"el"
"CY";"01";"Agios Theodoros Soleas";"2823";22;"el"
"CY";"01";"Agios Theodoros Tillirias";"2951";22;"el"
"CY";"01";"Agios Vasileios";"2672";22;"el"
"CY";"01";"Aglantzia";"2100";22;"el"
"CY";"01";"Aglantzia";"2101";22;"el"
"CY";"01";"Aglantzia";"2102";22;"el"
"CY";"01";"Aglantzia";"2103";22;"el"
"CY";"01";"Aglantzia";"2107";22;"el"
"CY";"01";"Aglantzia";"2108";22;"el"
"CY";"01";"Aglantzia";"2109";22;"el"
