昭夫,1000000,Akio
大地,1000000,Daichi
大輝,1000000,Daiki
大輔,1000000,Daisuke
大樹,1000000,Hiroki
寛,1000000,Hiroshi
勇,1000000,Isamu
海斗,1000000,Kaito
克己,1000000,Katsumi
一樹,1000000,Kazuki
和也,1000000,Kazuya
恵介,1000000,Keisuke
健太,1000000,Kenta
健三,1000000,Kenzo
清,1000000,Kiyoshi
康平,1000000,Kouhei
誠,1000000,Makoto
学,1000000,Manabu
正博,1000000,Masahiro
正男,1000000,Masao
勝,1000000,Masaru
実,1000000,Minoru
直樹,1000000,Naoki
延,1000000,Nobu
修,1000000,Osamu
蓮,1000000,Ren
陸,1000000,Riku
涼,1000000,Ryo
三郎,1000000,Saburo
茂,1000000,Shigeru
真,1000000,Shin
真一,1000000,Shinichi
四郎,1000000,Shiro
翔,1000000,Shou
翔太,1000000,Shouta
駿,1000000,Shun
颯太,1000000,Souta
進,1000000,Susumu
正,1000000,Tadashi
大輝,1000000,Taiki
孝,1000000,Takashi
丈夫,1000000,Takeo
武,1000000,Takeru
匠,1000000,Takumi
拓也,1000000,Takuya
哲也,1000000,Tetsuya
翼,1000000,Tsubasa
剛,1000000,Tsuyoshi
義雄,1000000,Yoshio
豊,1000000,Yutaka
雄大,1000000,Yuudai
