González,741388
Muñoz,578673
Rojas,413897
Díaz,410802
Pérez,326867
Soto,298062
Contreras,276887
Silva,259950
Martínez,252966
Sepúlveda,251078
Morales,248448
Rodríguez,243695
López,240181
Fuentes,228609
Hernández,226848
Torres,226480
Araya,224232
Flores,221231
Espinoza,219375
Valenzuela,215025
Castillo,213321
Ramírez,211191
Reyes,208752
Gutiérrez,201734
Castro,199508
Vargas,198471
Álvarez,193002
Vásquez,189946
Tapia,179905
Fernández,179246
Sánchez,178615
Carrasco,172877
Gómez,172758
Cortés,171370
Herrera,170309
Núñez,165806
Jara,161085
Vergara,155118
Rivera,147835
Figueroa,145460
Riquelme,143590
García,142002
Miranda,138939
Bravo,138392
Vera,137646
Molina,131094
Vega,128132
Campos,126260
Sandoval,125640
Orellana,123619
Zúñiga,120757
Olivares,120074
Alarcón,118019
Gallardo,117752
Ortiz,117228
Garrido,115109
Salazar,113881
Guzmán,109922
Henríquez,109364
Saavedra,108702
Navarro,107897
Aguilera,107864
Parra,106100
Romero,105597
Aravena,105441
Pizarro,105352
Godoy,103887
Peña,103377
Cáceres,102830
Leiva,99890
Escobar,97979
Yáñez,96589
Valdés,96528
Vidal,96037
Salinas,94110
Cárdenas,93925
Jiménez,92032
Ruiz,91539
Lagos,91024
Maldonado,89091
Bustos,88445
Medina,87578
Pino,86295
Palma,82735
Moreno,82548
Sanhueza,82383
Carvajal,81785
Navarrete,81729
Sáez,80938
Alvarado,79985
Donoso,79855
Poblete,79248
Bustamante,78732
Toro,78659
Ortega,78086
Venegas,76900
Guerrero,76823
Paredes,75825
Farías,75242
San Martín,74575
